"id_partido","temporada","torneo","equipo","rival","posesion","momentum","pases","pases_ultimo_tercio","pases_area_rival","pases_entre_lineas","grandes_ocasiones","remates_al_arco","xG","xGOT","condicion"
4770,2025,"Finalizacion","Millonarios","Boyaca Chico",46.1,51.3,376,70,11,5,1,4,0.64,0.6,"Visitante"
4771,2025,"Finalizacion","La Equidad","Once Caldas",54,49.3,423,94,9,8,0,3,0.26,0.22,"Local"
4771,2025,"Finalizacion","Once Caldas","La Equidad",46,50.7,336,58,11,7,1,3,0.48,0.37,"Visitante"
4772,2025,"Finalizacion","Once Caldas","La Equidad",65.9,68,450,102,25,6,3,6,1.42,1.13,"Local"
4772,2025,"Finalizacion","La Equidad","Once Caldas",34.1,32,243,42,8,5,1,3,0.51,0.46,"Visitante"
4773,2025,"Finalizacion","Deportivo Cali","Junior",60.4,64.8,456,109,28,6,3,5,1.42,1.7,"Local"
4773,2025,"Finalizacion","Junior","Deportivo Cali",39.6,35.2,305,66,8,6,2,3,0.84,0.72,"Visitante"
4774,2025,"Finalizacion","Junior","Jaguares",61,68.4,432,88,20,5,1,4,0.59,0.57,"Local"
4774,2025,"Finalizacion","Jaguares","Junior",39,31.6,272,56,7,8,2,5,1.04,0.8,"Visitante"
4775,2025,"Finalizacion","Santa Fe","Boyaca Chico",53.1,54.5,435,105,13,7,2,2,0.83,0.93,"Local"
4775,2025,"Finalizacion","Boyaca Chico","Santa Fe",46.9,45.5,350,73,11,2,0,3,0.22,0.25,"Visitante"
4776,2025,"Finalizacion","Atletico Nacional","Deportes Tolima",55.5,53.2,454,102,10,6,2,2,0.82,0.59,"Local"
4776,2025,"Finalizacion","Deportes Tolima","Atletico Nacional",44.5,46.8,339,62,11,5,1,4,0.55,0.6,"Visitante"
4777,2025,"Finalizacion","Santa Fe","Patriotas",57.7,53.8,436,84,10,5,1,3,0.57,0.62,"Local"
4777,2025,"Finalizacion","Patriotas","Santa Fe",42.3,46.2,352,74,12,6,2,4,0.88,0.77,"Visitante"
4778,2025,"Finalizacion","Once Caldas","Boyaca Chico",62.2,67.2,441,102,22,5,2,6,1.01,0.86,"Local"
4778,2025,"Finalizacion","Boyaca Chico","Once Caldas",37.8,32.8,277,53,6,7,2,3,0.93,1.06,"Visitante"
4779,2025,"Finalizacion","Junior","Deportivo Pereira",45.4,37.6,294,63,22,11,4,4,1.6,1.54,"Local"
4779,2025,"Finalizacion","Deportivo Pereira","Junior",54.6,62.4,442,82,13,6,2,2,0.81,0.79,"Visitante"
4780,2025,"Finalizacion","Independiente Medellin","Santa Fe",54.6,50.3,407,101,13,7,0,3,0.19,0.14,"Local"
4780,2025,"Finalizacion","Santa Fe","Independiente Medellin",45.4,49.7,329,68,11,6,0,2,0.14,0.14,"Visitante"
4781,2025,"Finalizacion","Envigado","Once Caldas",63.9,74.7,475,97,27,8,1,6,0.64,0.61,"Local"
4781,2025,"Finalizacion","Once Caldas","Envigado",36.1,25.3,232,51,10,4,2,4,0.99,0.83,"Visitante"
4782,2025,"Finalizacion","Aguilas Doradas","America de Cali",42.2,35,320,79,22,9,1,5,0.76,0.87,"Local"
4782,2025,"Finalizacion","America de Cali","Aguilas Doradas",57.8,65,461,82,12,4,1,2,0.43,0.41,"Visitante"
4783,2025,"Finalizacion","Deportes Tolima","Fortaleza CEIF",55.1,52.9,445,109,12,6,2,2,0.81,0.69,"Local"
4783,2025,"Finalizacion","Fortaleza CEIF","Deportes Tolima",44.9,47.1,321,67,10,7,0,5,0.36,0.32,"Visitante"
4784,2025,"Finalizacion","Atletico Nacional","Atletico Bucaramanga",43.8,33.7,318,64,17,9,1,4,0.66,0.67,"Local"
4784,2025,"Finalizacion","Atletico Bucaramanga","Atletico Nacional",56.2,66.3,426,85,11,6,2,3,0.84,0.79,"Visitante"
4785,2025,"Finalizacion","La Equidad","Independiente Medellin",57.3,76,478,105,25,6,2,5,1.01,0.84,"Local"
4785,2025,"Finalizacion","Independiente Medellin","La Equidad",42.7,24,349,71,11,7,1,2,0.48,0.45,"Visitante"
4786,2025,"Finalizacion","Jaguares","America de Cali",51.6,54.9,415,82,8,5,0,3,0.21,0.24,"Local"
4786,2025,"Finalizacion","America de Cali","Jaguares",48.4,45.1,344,62,12,6,2,3,0.87,0.87,"Visitante"
4787,2025,"Finalizacion","Aguilas Doradas","America de Cali",40.3,38.7,311,75,26,10,1,6,0.64,0.69,"Local"
4787,2025,"Finalizacion","America de Cali","Aguilas Doradas",59.7,61.3,477,93,14,5,2,3,0.83,0.79,"Visitante"
4788,2025,"Finalizacion","Junior","Deportivo Pasto",56.8,54.4,408,101,12,7,1,1,0.38,0.44,"Local"
4788,2025,"Finalizacion","Deportivo Pasto","Junior",43.2,45.6,321,65,9,4,2,4,1,0.94,"Visitante"
4789,2025,"Finalizacion","Fortaleza CEIF","Atletico Bucaramanga",50,52.1,387,81,10,7,2,1,0.72,0.57,"Local"
4789,2025,"Finalizacion","Atletico Bucaramanga","Fortaleza CEIF",50,47.9,385,68,12,6,2,4,1.02,0.73,"Visitante"
4790,2025,"Finalizacion","Millonarios","Deportivo Pasto",53,49.3,394,84,9,5,1,3,0.53,0.61,"Local"
4790,2025,"Finalizacion","Deportivo Pasto","Millonarios",47,50.7,359,65,9,6,2,3,0.86,0.7,"Visitante"
4791,2025,"Finalizacion","Alianza","Once Caldas",53.8,54.1,390,93,10,7,1,1,0.41,0.46,"Local"
4791,2025,"Finalizacion","Once Caldas","Alianza",46.2,45.9,367,68,13,7,2,4,0.92,0.9,"Visitante"
4792,2025,"Finalizacion","Patriotas","Independiente Medellin",43.8,39.9,316,68,24,12,4,5,1.65,1.16,"Local"
4792,2025,"Finalizacion","Independiente Medellin","Patriotas",56.2,60.1,435,89,13,5,2,4,0.97,0.83,"Visitante"
4793,2025,"Finalizacion","Independiente Medellin","Boyaca Chico",61.2,76.1,451,102,26,7,1,5,0.61,0.48,"Local"
4793,2025,"Finalizacion","Boyaca Chico","Independiente Medellin",38.8,23.9,299,59,9,5,2,3,0.92,0.77,"Visitante"
4794,2025,"Finalizacion","America de Cali","Santa Fe",61.9,64.2,414,94,23,7,1,6,0.64,0.7,"Local"
4794,2025,"Finalizacion","Santa Fe","America de Cali",38.1,35.8,320,71,11,5,1,3,0.49,0.54,"Visitante"
4795,2025,"Finalizacion","Independiente Medellin","Deportes Tolima",66.5,71.3,481,108,27,8,2,6,1.09,1.13,"Local"
4795,2025,"Finalizacion","Deportes Tolima","Independiente Medellin",33.5,28.7,221,46,8,5,1,4,0.62,0.54,"Visitante"
4796,2025,"Finalizacion","Deportivo Pasto","Deportivo Pereira",36.3,34.2,316,72,20,13,1,5,0.66,0.7,"Local"
4796,2025,"Finalizacion","Deportivo Pereira","Deportivo Pasto",63.7,65.8,473,87,14,8,0,3,0.17,0.15,"Visitante"
4797,2025,"Finalizacion","Fortaleza CEIF","Alianza",52.7,49.6,419,102,10,4,0,4,0.25,0.28,"Local"
4797,2025,"Finalizacion","Alianza","Fortaleza CEIF",47.3,50.4,333,72,14,6,0,5,0.29,0.33,"Visitante"
4798,2025,"Finalizacion","Once Caldas","Patriotas",61.2,69.3,460,103,23,7,3,7,1.36,1.53,"Local"
4798,2025,"Finalizacion","Patriotas","Once Caldas",38.8,30.7,278,50,7,8,0,4,0.22,0.17,"Visitante"
4799,2025,"Finalizacion","Aguilas Doradas","Independiente Medellin",55,72.5,487,102,26,5,3,7,1.4,1.14,"Local"
4799,2025,"Finalizacion","Independiente Medellin","Aguilas Doradas",45,27.5,327,74,11,6,2,2,0.8,0.62,"Visitante"
4800,2025,"Finalizacion","Millonarios","Once Caldas",65.4,62.6,454,100,24,6,3,6,1.48,1.57,"Local"
4800,2025,"Finalizacion","Once Caldas","Millonarios",34.6,37.4,267,52,9,7,1,4,0.6,0.61,"Visitante"
4801,2025,"Finalizacion","Envigado","Alianza",40,34.5,281,69,21,12,1,3,0.53,0.59,"Local"
4801,2025,"Finalizacion","Alianza","Envigado",60,65.5,422,78,12,7,2,4,0.98,0.99,"Visitante"
4802,2025,"Finalizacion","Deportivo Pasto","Boyaca Chico",40.3,34.5,327,78,24,14,1,4,0.62,0.44,"Local"
4802,2025,"Finalizacion","Boyaca Chico","Deportivo Pasto",59.7,65.5,453,84,15,10,2,3,0.92,0.9,"Visitante"
4803,2025,"Finalizacion","Fortaleza CEIF","Once Caldas",50.2,49.8,408,79,9,7,2,3,0.85,0.87,"Local"
4803,2025,"Finalizacion","Once Caldas","Fortaleza CEIF",49.8,50.2,332,74,12,8,1,4,0.68,0.5,"Visitante"
4804,2025,"Finalizacion","Boyaca Chico","Deportivo Pasto",63,76.3,454,92,20,5,3,6,1.32,1.25,"Local"
4804,2025,"Finalizacion","Deportivo Pasto","Boyaca Chico",37,23.7,285,60,11,7,2,3,0.87,0.96,"Visitante"
4805,2025,"Finalizacion","Junior","Deportivo Pereira",65.3,78.9,409,93,23,6,2,6,1.12,1.34,"Local"
4805,2025,"Finalizacion","Deportivo Pereira","Junior",34.7,21.1,244,42,7,6,1,3,0.58,0.59,"Visitante"
4806,2025,"Finalizacion","Atletico Nacional","Junior",56.7,55.3,474,113,11,5,1,2,0.44,0.43,"Local"
4806,2025,"Finalizacion","Junior","Atletico Nacional",43.3,44.7,294,60,8,9,1,3,0.53,0.44,"Visitante"
4807,2025,"Finalizacion","Independiente Medellin","Aguilas Doradas",37.6,45.2,307,67,22,11,2,4,0.89,0.62,"Local"
4807,2025,"Finalizacion","Aguilas Doradas","Independiente Medellin",62.4,54.8,415,92,16,4,2,6,1.07,0.9,"Visitante"
4808,2025,"Finalizacion","Atletico Bucaramanga","Once Caldas",57.9,48.7,434,95,10,5,0,3,0.18,0.17,"Local"
4808,2025,"Finalizacion","Once Caldas","Atletico Bucaramanga",42.1,51.3,304,55,8,8,2,3,0.87,0.99,"Visitante"
4809,2025,"Finalizacion","Deportivo Pereira","Envigado",65.5,66.9,430,100,24,7,2,6,1.09,0.78,"Local"
4809,2025,"Finalizacion","Envigado","Deportivo Pereira",34.5,33.1,254,46,9,7,2,3,0.9,0.79,"Visitante"
4810,2025,"Finalizacion","Envigado","Independiente Medellin",36.3,32.9,287,71,20,10,2,4,0.97,1.09,"Local"
4810,2025,"Finalizacion","Independiente Medellin","Envigado",63.7,67.1,491,107,20,8,2,3,0.84,0.96,"Visitante"
4811,2025,"Finalizacion","America de Cali","Patriotas",63.4,70.7,459,110,24,5,3,8,1.47,1.04,"Local"
4811,2025,"Finalizacion","Patriotas","America de Cali",36.6,29.3,291,52,6,4,1,3,0.5,0.5,"Visitante"
4812,2025,"Finalizacion","Deportivo Pasto","Jaguares",64.4,75.2,487,106,28,6,3,4,1.32,1.3,"Local"
4812,2025,"Finalizacion","Jaguares","Deportivo Pasto",35.6,24.8,265,53,10,8,1,4,0.62,0.54,"Visitante"
4813,2025,"Finalizacion","Deportes Tolima","Jaguares",57.7,77.3,445,96,26,6,3,7,1.57,1.39,"Local"
4813,2025,"Finalizacion","Jaguares","Deportes Tolima",42.3,22.7,307,59,8,5,0,3,0.17,0.14,"Visitante"
4814,2025,"Finalizacion","Independiente Medellin","Alianza",38,38.5,292,57,20,12,4,4,1.57,1.5,"Local"
4814,2025,"Finalizacion","Alianza","Independiente Medellin",62,61.5,457,84,14,5,1,3,0.58,0.56,"Visitante"
4815,2025,"Finalizacion","Atletico Bucaramanga","La Equidad",58.9,64.9,445,98,21,6,1,6,0.72,0.69,"Local"
4815,2025,"Finalizacion","La Equidad","Atletico Bucaramanga",41.1,35.1,299,53,10,5,0,2,0.15,0.14,"Visitante"
4816,2025,"Finalizacion","Fortaleza CEIF","La Equidad",64.4,76.5,445,86,21,7,2,7,1.26,1.25,"Local"
4816,2025,"Finalizacion","La Equidad","Fortaleza CEIF",35.6,23.5,269,52,9,5,2,4,0.95,0.9,"Visitante"
4817,2025,"Finalizacion","Independiente Medellin","Junior",39.4,32.2,312,65,21,10,4,4,1.66,1.18,"Local"
4817,2025,"Finalizacion","Junior","Independiente Medellin",60.6,67.8,447,90,16,7,2,5,0.93,0.88,"Visitante"
4818,2025,"Finalizacion","Patriotas","Deportes Tolima",61.6,73.6,467,108,27,5,2,5,0.96,0.68,"Local"
4818,2025,"Finalizacion","Deportes Tolima","Patriotas",38.4,26.4,275,47,8,7,2,2,0.81,0.91,"Visitante"
4819,2025,"Finalizacion","Deportivo Cali","Jaguares",51.8,50.3,442,89,9,7,0,3,0.16,0.15,"Local"
4819,2025,"Finalizacion","Jaguares","Deportivo Cali",48.2,49.7,330,63,11,6,1,4,0.63,0.46,"Visitante"
4820,2025,"Finalizacion","Once Caldas","Independiente Medellin",44.9,43.5,318,76,24,12,1,4,0.66,0.56,"Local"
4820,2025,"Finalizacion","Independiente Medellin","Once Caldas",55.1,56.5,398,89,12,9,2,1,0.73,0.6,"Visitante"
4821,2025,"Finalizacion","Deportivo Pasto","La Equidad",38.9,36.9,293,57,17,10,2,4,0.87,0.82,"Local"
4821,2025,"Finalizacion","La Equidad","Deportivo Pasto",61.1,63.1,473,91,17,4,2,4,1.01,0.98,"Visitante"
4822,2025,"Finalizacion","Once Caldas","Boyaca Chico",43.4,36.9,319,74,22,9,3,4,1.25,1.01,"Local"
4822,2025,"Finalizacion","Boyaca Chico","Once Caldas",56.6,63.1,426,92,16,7,2,4,0.95,0.69,"Visitante"
4823,2025,"Finalizacion","Boyaca Chico","Santa Fe",57.2,76.6,453,94,25,6,2,6,1.03,1.18,"Local"
4823,2025,"Finalizacion","Santa Fe","Boyaca Chico",42.8,23.4,312,55,10,8,1,1,0.42,0.37,"Visitante"
4824,2025,"Finalizacion","Junior","Once Caldas",64.6,66.1,483,98,23,6,1,7,0.78,0.87,"Local"
4824,2025,"Finalizacion","Once Caldas","Junior",35.4,33.9,277,62,8,8,1,3,0.51,0.55,"Visitante"
4825,2025,"Finalizacion","Deportes Tolima","America de Cali",42.8,38,309,73,25,12,3,4,1.25,1.36,"Local"
4825,2025,"Finalizacion","America de Cali","Deportes Tolima",57.2,62,435,93,11,7,2,2,0.76,0.81,"Visitante"
4826,2025,"Finalizacion","Santa Fe","Once Caldas",55.5,54.9,424,93,9,7,2,3,0.91,0.7,"Local"
4826,2025,"Finalizacion","Once Caldas","Santa Fe",44.5,45.1,343,71,10,6,0,3,0.21,0.18,"Visitante"
4827,2025,"Finalizacion","Boyaca Chico","Atletico Nacional",57.1,52.6,403,86,11,5,0,3,0.18,0.22,"Local"
4827,2025,"Finalizacion","Atletico Nacional","Boyaca Chico",42.9,47.4,326,64,12,7,0,3,0.2,0.21,"Visitante"
4828,2025,"Finalizacion","La Equidad","Boyaca Chico",55.3,50.8,447,101,9,7,1,3,0.58,0.59,"Local"
4828,2025,"Finalizacion","Boyaca Chico","La Equidad",44.7,49.2,357,72,13,8,1,3,0.52,0.49,"Visitante"
4829,2025,"Finalizacion","Independiente Medellin","Alianza",62.5,79.1,476,94,21,6,3,7,1.46,1.58,"Local"
4829,2025,"Finalizacion","Alianza","Independiente Medellin",37.5,20.9,286,60,11,6,2,3,0.87,0.84,"Visitante"
4830,2025,"Finalizacion","Junior","La Equidad",60.6,77.5,454,92,22,5,2,5,1.07,1.07,"Local"
4830,2025,"Finalizacion","La Equidad","Junior",39.4,22.5,304,60,10,6,0,3,0.15,0.13,"Visitante"
4831,2025,"Finalizacion","Aguilas Doradas","Millonarios",41,34.3,306,75,23,10,2,4,0.98,1.05,"Local"
4831,2025,"Finalizacion","Millonarios","Aguilas Doradas",59,65.7,447,78,10,5,0,3,0.25,0.27,"Visitante"
4832,2025,"Finalizacion","Deportivo Pasto","Atletico Nacional",54.2,49.5,431,96,12,6,1,3,0.55,0.46,"Local"
4832,2025,"Finalizacion","Atletico Nacional","Deportivo Pasto",45.8,50.5,307,58,9,4,2,3,0.83,0.64,"Visitante"
4833,2025,"Finalizacion","Alianza","Deportivo Pasto",45,40.7,316,78,25,10,3,5,1.41,1.56,"Local"
4833,2025,"Finalizacion","Deportivo Pasto","Alianza",55,59.3,452,84,12,7,2,4,0.86,0.66,"Visitante"
4834,2025,"Finalizacion","Atletico Nacional","Envigado",38.4,34.3,312,62,19,10,2,4,1.02,1.02,"Local"
4834,2025,"Finalizacion","Envigado","Atletico Nacional",61.6,65.7,447,100,15,6,1,4,0.53,0.45,"Visitante"
4835,2025,"Finalizacion","Deportivo Pereira","Independiente Medellin",61.5,78.4,384,79,19,6,1,5,0.72,0.68,"Local"
4835,2025,"Finalizacion","Independiente Medellin","Deportivo Pereira",38.5,21.6,310,70,13,5,0,4,0.29,0.29,"Visitante"
4836,2025,"Finalizacion","Envigado","Fortaleza CEIF",53.3,52.6,410,91,11,6,1,4,0.6,0.58,"Local"
4836,2025,"Finalizacion","Fortaleza CEIF","Envigado",46.7,47.4,358,72,12,6,2,5,0.98,1.06,"Visitante"
4837,2025,"Finalizacion","Junior","Jaguares",43.1,43.1,321,70,21,11,4,4,1.62,1.56,"Local"
4837,2025,"Finalizacion","Jaguares","Junior",56.9,56.9,406,86,16,4,2,5,1.07,1.02,"Visitante"
4838,2025,"Finalizacion","Junior","Aguilas Doradas",55.7,50.2,393,82,7,7,0,3,0.21,0.19,"Local"
4838,2025,"Finalizacion","Aguilas Doradas","Junior",44.3,49.8,322,55,7,5,2,5,0.93,0.99,"Visitante"
4839,2025,"Finalizacion","Santa Fe","Independiente Medellin",53.1,55.6,422,93,12,7,2,4,0.88,1.02,"Local"
4839,2025,"Finalizacion","Independiente Medellin","Santa Fe",46.9,44.4,361,70,9,6,2,2,0.82,0.89,"Visitante"
4840,2025,"Finalizacion","Independiente Medellin","Santa Fe",50.8,53.2,379,74,8,5,0,2,0.14,0.14,"Local"
4840,2025,"Finalizacion","Santa Fe","Independiente Medellin",49.2,46.8,389,77,11,5,0,3,0.22,0.18,"Visitante"
4841,2026,"Apertura","Deportes Tolima","Independiente Medellin",42.9,39.5,346,77,25,11,4,4,1.64,1.57,"Local"
4841,2026,"Apertura","Independiente Medellin","Deportes Tolima",57.1,60.5,453,80,11,5,1,4,0.55,0.62,"Visitante"
4842,2026,"Apertura","Deportes Tolima","Aguilas Doradas",57.6,52.8,421,95,9,7,2,3,0.82,0.7,"Local"
4842,2026,"Apertura","Aguilas Doradas","Deportes Tolima",42.4,47.2,332,73,11,2,2,2,0.79,0.75,"Visitante"
4843,2026,"Apertura","Deportivo Cali","Aguilas Doradas",63.6,78.8,411,101,26,7,1,7,0.93,1.1,"Local"
4843,2026,"Apertura","Aguilas Doradas","Deportivo Cali",36.4,21.2,262,55,8,7,0,4,0.24,0.27,"Visitante"
4844,2026,"Apertura","Aguilas Doradas","Santa Fe",39.1,44.6,315,75,23,12,1,4,0.54,0.39,"Local"
4844,2026,"Apertura","Santa Fe","Aguilas Doradas",60.9,55.4,449,92,16,7,1,5,0.71,0.81,"Visitante"
4845,2026,"Apertura","Deportes Tolima","Jaguares",60.1,79.7,477,118,29,5,1,4,0.64,0.52,"Local"
4845,2026,"Apertura","Jaguares","Deportes Tolima",39.9,20.3,336,68,13,7,0,5,0.36,0.33,"Visitante"
4846,2026,"Apertura","Fortaleza CEIF","Deportivo Cali",58.8,65.8,477,94,26,7,1,6,0.81,0.89,"Local"
4846,2026,"Apertura","Deportivo Cali","Fortaleza CEIF",41.2,34.2,343,71,11,4,0,1,0.06,0.05,"Visitante"
4847,2026,"Apertura","Patriotas","Atletico Nacional",62.4,64.3,466,93,23,6,3,7,1.54,1.65,"Local"
4847,2026,"Apertura","Atletico Nacional","Patriotas",37.6,35.7,286,49,8,4,0,4,0.34,0.39,"Visitante"
4848,2026,"Apertura","Deportivo Cali","Aguilas Doradas",58,50.3,439,92,9,6,0,2,0.16,0.14,"Local"
4848,2026,"Apertura","Aguilas Doradas","Deportivo Cali",42,49.7,349,75,11,6,2,3,0.83,0.68,"Visitante"
4849,2026,"Apertura","La Equidad","Junior",65.1,68.7,460,110,25,6,3,6,1.34,1.02,"Local"
4849,2026,"Apertura","Junior","La Equidad",34.9,31.3,228,39,6,7,1,3,0.53,0.52,"Visitante"
4850,2026,"Apertura","Fortaleza CEIF","Jaguares",61.3,70.4,455,99,24,5,3,5,1.3,1.09,"Local"
4850,2026,"Apertura","Jaguares","Fortaleza CEIF",38.7,29.6,287,55,11,5,2,3,0.86,0.93,"Visitante"
4851,2026,"Apertura","Atletico Nacional","Deportivo Pereira",62.4,79,428,101,27,5,1,6,0.79,0.94,"Local"
4851,2026,"Apertura","Deportivo Pereira","Atletico Nacional",37.6,21,258,55,8,4,2,3,0.89,0.71,"Visitante"
4852,2026,"Apertura","Boyaca Chico","Jaguares",55.1,48.1,386,90,11,6,1,2,0.47,0.42,"Local"
4852,2026,"Apertura","Jaguares","Boyaca Chico",44.9,51.9,321,70,9,7,1,3,0.53,0.55,"Visitante"
4853,2026,"Apertura","Atletico Bucaramanga","Aguilas Doradas",52.1,48.5,426,93,10,6,0,3,0.18,0.21,"Local"
4853,2026,"Apertura","Aguilas Doradas","Atletico Bucaramanga",47.9,51.5,367,63,12,5,2,4,0.88,0.83,"Visitante"
4854,2026,"Apertura","Santa Fe","Once Caldas",39.9,33.5,355,81,24,9,2,3,0.82,0.86,"Local"
4854,2026,"Apertura","Once Caldas","Santa Fe",60.1,66.5,467,95,18,8,1,3,0.58,0.5,"Visitante"
4855,2026,"Apertura","Atletico Nacional","America de Cali",54.6,53.4,413,102,10,6,0,4,0.23,0.17,"Local"
4855,2026,"Apertura","America de Cali","Atletico Nacional",45.4,46.6,323,64,11,6,2,3,0.9,0.98,"Visitante"
4856,2026,"Apertura","Aguilas Doradas","Atletico Nacional",62.6,77.7,465,115,31,5,2,7,1.2,1.16,"Local"
4856,2026,"Apertura","Atletico Nacional","Aguilas Doradas",37.4,22.3,300,57,7,6,1,5,0.59,0.62,"Visitante"
4857,2026,"Apertura","Fortaleza CEIF","Deportivo Pasto",52.2,51.7,402,93,9,5,0,3,0.16,0.18,"Local"
4857,2026,"Apertura","Deportivo Pasto","Fortaleza CEIF",47.8,48.3,395,81,16,4,2,3,0.84,0.92,"Visitante"
4858,2026,"Apertura","Boyaca Chico","Patriotas",52.3,53.1,419,91,11,7,1,3,0.56,0.51,"Local"
4858,2026,"Apertura","Patriotas","Boyaca Chico",47.7,46.9,365,77,15,5,1,5,0.74,0.65,"Visitante"
4859,2026,"Apertura","Independiente Medellin","Millonarios",59.6,63.5,427,92,25,6,3,7,1.46,1.1,"Local"
4859,2026,"Apertura","Millonarios","Independiente Medellin",40.4,36.5,314,61,8,6,1,3,0.54,0.49,"Visitante"
4860,2026,"Apertura","Deportivo Cali","Patriotas",53.9,54.9,458,93,9,5,2,2,0.8,0.72,"Local"
4860,2026,"Apertura","Patriotas","Deportivo Cali",46.1,45.1,360,82,13,7,1,4,0.55,0.51,"Visitante"
4861,2026,"Apertura","Atletico Bucaramanga","Atletico Nacional",65.5,79.3,479,95,23,6,1,6,0.77,0.75,"Local"
4861,2026,"Apertura","Atletico Nacional","Atletico Bucaramanga",34.5,20.7,270,47,7,9,2,2,0.82,0.85,"Visitante"
4862,2026,"Apertura","Boyaca Chico","Deportivo Pereira",39.6,37.6,281,63,19,11,3,4,1.23,0.88,"Local"
4862,2026,"Apertura","Deportivo Pereira","Boyaca Chico",60.4,62.4,471,105,21,8,0,6,0.43,0.39,"Visitante"
4863,2026,"Apertura","Envigado","Atletico Bucaramanga",55.7,49.7,400,91,11,6,2,3,0.86,0.66,"Local"
4863,2026,"Apertura","Atletico Bucaramanga","Envigado",44.3,50.3,343,74,9,0,2,3,0.86,0.93,"Visitante"
4864,2026,"Apertura","Junior","Once Caldas",59.1,74.7,443,98,25,7,3,5,1.33,1.24,"Local"
4864,2026,"Apertura","Once Caldas","Junior",40.9,25.3,313,53,9,6,2,4,0.89,0.83,"Visitante"
4865,2026,"Apertura","Envigado","Jaguares",42.7,35.4,277,55,16,11,3,7,1.51,1.66,"Local"
4865,2026,"Apertura","Jaguares","Envigado",57.3,64.6,424,77,12,5,0,3,0.16,0.12,"Visitante"
4866,2026,"Apertura","Millonarios","Once Caldas",37.7,33.6,335,70,21,10,3,5,1.44,1.49,"Local"
4866,2026,"Apertura","Once Caldas","Millonarios",62.3,66.4,460,88,12,5,0,2,0.1,0.07,"Visitante"
4867,2026,"Apertura","Atletico Nacional","Independiente Medellin",64.4,69.4,473,111,27,6,2,5,1.01,0.72,"Local"
4867,2026,"Apertura","Independiente Medellin","Atletico Nacional",35.6,30.6,267,47,7,6,0,3,0.23,0.21,"Visitante"
4868,2026,"Apertura","Atletico Bucaramanga","Fortaleza CEIF",50.5,51.1,421,90,11,6,0,1,0.07,0.05,"Local"
4868,2026,"Apertura","Fortaleza CEIF","Atletico Bucaramanga",49.5,48.9,372,74,13,8,1,3,0.57,0.48,"Visitante"
4869,2026,"Apertura","Santa Fe","Deportivo Pereira",57.6,53.5,424,98,12,4,0,4,0.35,0.36,"Local"
4869,2026,"Apertura","Deportivo Pereira","Santa Fe",42.4,46.5,343,67,10,8,1,5,0.62,0.69,"Visitante"
4870,2026,"Apertura","Deportivo Pasto","Santa Fe",66,67.5,448,103,22,6,1,9,1.01,0.97,"Local"
4870,2026,"Apertura","Santa Fe","Deportivo Pasto",34,32.5,250,57,11,7,2,2,0.81,0.85,"Visitante"
4871,2026,"Apertura","Santa Fe","Boyaca Chico",56.9,71.6,495,114,24,7,1,7,0.83,0.66,"Local"
4871,2026,"Apertura","Boyaca Chico","Santa Fe",43.1,28.4,333,60,9,4,1,3,0.57,0.62,"Visitante"
4872,2026,"Apertura","Deportes Tolima","Envigado",57.8,76.3,454,100,22,5,3,6,1.5,1.37,"Local"
4872,2026,"Apertura","Envigado","Deportes Tolima",42.2,23.7,352,66,9,7,2,4,0.86,0.61,"Visitante"
4873,2026,"Apertura","Fortaleza CEIF","Junior",38.9,39.9,331,73,24,13,4,5,1.69,1.68,"Local"
4873,2026,"Apertura","Junior","Fortaleza CEIF",61.1,60.1,451,100,20,8,0,5,0.43,0.45,"Visitante"
4874,2026,"Apertura","America de Cali","Envigado",65,65.3,482,115,31,6,2,6,1.05,0.75,"Local"
4874,2026,"Apertura","Envigado","America de Cali",35,34.7,262,53,9,6,0,2,0.12,0.12,"Visitante"
4875,2026,"Apertura","Millonarios","Fortaleza CEIF",53.8,52.5,420,85,9,7,1,3,0.57,0.55,"Local"
4875,2026,"Apertura","Fortaleza CEIF","Millonarios",46.2,47.5,373,72,14,8,1,4,0.66,0.59,"Visitante"
4876,2026,"Apertura","Jaguares","Independiente Medellin",56.7,55,427,100,13,6,0,3,0.25,0.2,"Local"
4876,2026,"Apertura","Independiente Medellin","Jaguares",43.3,45,312,56,9,9,1,3,0.54,0.61,"Visitante"
4877,2026,"Apertura","La Equidad","Deportivo Pasto",44.8,34.3,337,78,24,11,4,4,1.61,1.9,"Local"
4877,2026,"Apertura","Deportivo Pasto","La Equidad",55.2,65.7,375,73,14,3,2,3,0.85,0.8,"Visitante"
4878,2026,"Apertura","Patriotas","La Equidad",50.4,55.9,432,94,10,7,2,3,0.88,0.86,"Local"
4878,2026,"Apertura","La Equidad","Patriotas",49.6,44.1,374,79,13,7,1,3,0.56,0.43,"Visitante"
4879,2026,"Apertura","Deportivo Cali","Santa Fe",56.5,51.7,434,103,12,6,0,4,0.25,0.28,"Local"
4879,2026,"Apertura","Santa Fe","Deportivo Cali",43.5,48.3,330,74,14,8,2,3,0.9,1.02,"Visitante"
4880,2026,"Apertura","Independiente Medellin","Millonarios",50.9,48.7,418,103,11,8,0,4,0.36,0.27,"Local"
4880,2026,"Apertura","Millonarios","Independiente Medellin",49.1,51.3,392,87,11,7,1,3,0.53,0.53,"Visitante"
